Ground Truth Label,Ground Truth Name,Ground Truth Image Path,Predict Label,right?(1),Accuracy
23,AMERICAN WIGEON,/kaggle/input/100-bird-species/test/AMERICAN WIGEON/1.jpg,23,1,
23,AMERICAN WIGEON,/kaggle/input/100-bird-species/test/AMERICAN WIGEON/2.jpg,23,1,
23,AMERICAN WIGEON,/kaggle/input/100-bird-species/test/AMERICAN WIGEON/3.jpg,23,1,
23,AMERICAN WIGEON,/kaggle/input/100-bird-species/test/AMERICAN WIGEON/4.jpg,23,1,
23,AMERICAN WIGEON,/kaggle/input/100-bird-species/test/AMERICAN WIGEON/5.jpg,23,1,
24,AMETHYST WOODSTAR,/kaggle/input/100-bird-species/test/AMETHYST WOODSTAR/2.jpg,24,1,
24,AMETHYST WOODSTAR,/kaggle/input/100-bird-species/test/AMETHYST WOODSTAR/1.jpg,24,1,
24,AMETHYST WOODSTAR,/kaggle/input/100-bird-species/test/AMETHYST WOODSTAR/3.jpg,24,1,
24,AMETHYST WOODSTAR,/kaggle/input/100-bird-species/test/AMETHYST WOODSTAR/5.jpg,24,1,
24,AMETHYST WOODSTAR,/kaggle/input/100-bird-species/test/AMETHYST WOODSTAR/4.jpg,24,1,
25,ANDEAN GOOSE,/kaggle/input/100-bird-species/test/ANDEAN GOOSE/1.jpg,25,1,
25,ANDEAN GOOSE,/kaggle/input/100-bird-species/test/ANDEAN GOOSE/2.jpg,25,1,
25,ANDEAN GOOSE,/kaggle/input/100-bird-species/test/ANDEAN GOOSE/3.jpg,25,1,
25,ANDEAN GOOSE,/kaggle/input/100-bird-species/test/ANDEAN GOOSE/4.jpg,25,1,
25,ANDEAN GOOSE,/kaggle/input/100-bird-species/test/ANDEAN GOOSE/5.jpg,203,0,
26,ANDEAN LAPWING,/kaggle/input/100-bird-species/test/ANDEAN LAPWING/5.jpg,26,1,
26,ANDEAN LAPWING,/kaggle/input/100-bird-species/test/ANDEAN LAPWING/2.jpg,26,1,
26,ANDEAN LAPWING,/kaggle/input/100-bird-species/test/ANDEAN LAPWING/1.jpg,26,1,
26,ANDEAN LAPWING,/kaggle/input/100-bird-species/test/ANDEAN LAPWING/4.jpg,26,1,
26,ANDEAN LAPWING,/kaggle/input/100-bird-species/test/ANDEAN LAPWING/3.jpg,26,1,
27,ANDEAN SISKIN,/kaggle/input/100-bird-species/test/ANDEAN SISKIN/1.jpg,27,1,
27,ANDEAN SISKIN,/kaggle/input/100-bird-species/test/ANDEAN SISKIN/2.jpg,27,1,
27,ANDEAN SISKIN,/kaggle/input/100-bird-species/test/ANDEAN SISKIN/3.jpg,27,1,
27,ANDEAN SISKIN,/kaggle/input/100-bird-species/test/ANDEAN SISKIN/4.jpg,27,1,
27,ANDEAN SISKIN,/kaggle/input/100-bird-species/test/ANDEAN SISKIN/5.jpg,27,1,
28,ANHINGA,/kaggle/input/100-bird-species/test/ANHINGA/1.jpg,28,1,
28,ANHINGA,/kaggle/input/100-bird-species/test/ANHINGA/2.jpg,28,1,
28,ANHINGA,/kaggle/input/100-bird-species/test/ANHINGA/3.jpg,28,1,
28,ANHINGA,/kaggle/input/100-bird-species/test/ANHINGA/4.jpg,28,1,
28,ANHINGA,/kaggle/input/100-bird-species/test/ANHINGA/5.jpg,28,1,
29,ANIANIAU,/kaggle/input/100-bird-species/test/ANIANIAU/1.jpg,29,1,
29,ANIANIAU,/kaggle/input/100-bird-species/test/ANIANIAU/2.jpg,29,1,
29,ANIANIAU,/kaggle/input/100-bird-species/test/ANIANIAU/3.jpg,29,1,
29,ANIANIAU,/kaggle/input/100-bird-species/test/ANIANIAU/4.jpg,370,0,
29,ANIANIAU,/kaggle/input/100-bird-species/test/ANIANIAU/5.jpg,29,1,
30,ANNAS HUMMINGBIRD,/kaggle/input/100-bird-species/test/ANNAS HUMMINGBIRD/2.jpg,30,1,
30,ANNAS HUMMINGBIRD,/kaggle/input/100-bird-species/test/ANNAS HUMMINGBIRD/1.jpg,30,1,
30,ANNAS HUMMINGBIRD,/kaggle/input/100-bird-species/test/ANNAS HUMMINGBIRD/3.jpg,30,1,
30,ANNAS HUMMINGBIRD,/kaggle/input/100-bird-species/test/ANNAS HUMMINGBIRD/5.jpg,30,1,
30,ANNAS HUMMINGBIRD,/kaggle/input/100-bird-species/test/ANNAS HUMMINGBIRD/4.jpg,30,1,
31,ANTBIRD,/kaggle/input/100-bird-species/test/ANTBIRD/1.jpg,31,1,
31,ANTBIRD,/kaggle/input/100-bird-species/test/ANTBIRD/2.jpg,145,0,
31,ANTBIRD,/kaggle/input/100-bird-species/test/ANTBIRD/3.jpg,31,1,
31,ANTBIRD,/kaggle/input/100-bird-species/test/ANTBIRD/4.jpg,31,1,
31,ANTBIRD,/kaggle/input/100-bird-species/test/ANTBIRD/5.jpg,31,1,
32,ANTILLEAN EUPHONIA,/kaggle/input/100-bird-species/test/ANTILLEAN EUPHONIA/1.jpg,32,1,
32,ANTILLEAN EUPHONIA,/kaggle/input/100-bird-species/test/ANTILLEAN EUPHONIA/2.jpg,32,1,
32,ANTILLEAN EUPHONIA,/kaggle/input/100-bird-species/test/ANTILLEAN EUPHONIA/4.jpg,32,1,
32,ANTILLEAN EUPHONIA,/kaggle/input/100-bird-species/test/ANTILLEAN EUPHONIA/5.jpg,32,1,
32,ANTILLEAN EUPHONIA,/kaggle/input/100-bird-species/test/ANTILLEAN EUPHONIA/3.jpg,32,1,
33,APAPANE,/kaggle/input/100-bird-species/test/APAPANE/1.jpg,33,1,
33,APAPANE,/kaggle/input/100-bird-species/test/APAPANE/2.jpg,33,1,
33,APAPANE,/kaggle/input/100-bird-species/test/APAPANE/3.jpg,33,1,
33,APAPANE,/kaggle/input/100-bird-species/test/APAPANE/4.jpg,33,1,
33,APAPANE,/kaggle/input/100-bird-species/test/APAPANE/5.jpg,33,1,
34,APOSTLEBIRD,/kaggle/input/100-bird-species/test/APOSTLEBIRD/5.jpg,34,1,
34,APOSTLEBIRD,/kaggle/input/100-bird-species/test/APOSTLEBIRD/4.jpg,34,1,
34,APOSTLEBIRD,/kaggle/input/100-bird-species/test/APOSTLEBIRD/3.jpg,34,1,
34,APOSTLEBIRD,/kaggle/input/100-bird-species/test/APOSTLEBIRD/2.jpg,34,1,
34,APOSTLEBIRD,/kaggle/input/100-bird-species/test/APOSTLEBIRD/1.jpg,34,1,
35,ARARIPE MANAKIN,/kaggle/input/100-bird-species/test/ARARIPE MANAKIN/1.jpg,35,1,
35,ARARIPE MANAKIN,/kaggle/input/100-bird-species/test/ARARIPE MANAKIN/2.jpg,35,1,
35,ARARIPE MANAKIN,/kaggle/input/100-bird-species/test/ARARIPE MANAKIN/3.jpg,35,1,
35,ARARIPE MANAKIN,/kaggle/input/100-bird-species/test/ARARIPE MANAKIN/4.jpg,35,1,
35,ARARIPE MANAKIN,/kaggle/input/100-bird-species/test/ARARIPE MANAKIN/5.jpg,35,1,
36,ASHY STORM PETREL,/kaggle/input/100-bird-species/test/ASHY STORM PETREL/1.jpg,36,1,
36,ASHY STORM PETREL,/kaggle/input/100-bird-species/test/ASHY STORM PETREL/2.jpg,36,1,
36,ASHY STORM PETREL,/kaggle/input/100-bird-species/test/ASHY STORM PETREL/3.jpg,36,1,
36,ASHY STORM PETREL,/kaggle/input/100-bird-species/test/ASHY STORM PETREL/4.jpg,36,1,
36,ASHY STORM PETREL,/kaggle/input/100-bird-species/test/ASHY STORM PETREL/5.jpg,36,1,
37,ASHY THRUSHBIRD,/kaggle/input/100-bird-species/test/ASHY THRUSHBIRD/1.jpg,37,1,
37,ASHY THRUSHBIRD,/kaggle/input/100-bird-species/test/ASHY THRUSHBIRD/2.jpg,37,1,
37,ASHY THRUSHBIRD,/kaggle/input/100-bird-species/test/ASHY THRUSHBIRD/3.jpg,37,1,
37,ASHY THRUSHBIRD,/kaggle/input/100-bird-species/test/ASHY THRUSHBIRD/4.jpg,37,1,
37,ASHY THRUSHBIRD,/kaggle/input/100-bird-species/test/ASHY THRUSHBIRD/5.jpg,37,1,
38,ASIAN CRESTED IBIS,/kaggle/input/100-bird-species/test/ASIAN CRESTED IBIS/5.jpg,38,1,
38,ASIAN CRESTED IBIS,/kaggle/input/100-bird-species/test/ASIAN CRESTED IBIS/4.jpg,38,1,
38,ASIAN CRESTED IBIS,/kaggle/input/100-bird-species/test/ASIAN CRESTED IBIS/3.jpg,38,1,
38,ASIAN CRESTED IBIS,/kaggle/input/100-bird-species/test/ASIAN CRESTED IBIS/2.jpg,38,1,
38,ASIAN CRESTED IBIS,/kaggle/input/100-bird-species/test/ASIAN CRESTED IBIS/1.jpg,38,1,
39,ASIAN DOLLARD BIRD,/kaggle/input/100-bird-species/test/ASIAN DOLLARD BIRD/1.jpg,39,1,
39,ASIAN DOLLARD BIRD,/kaggle/input/100-bird-species/test/ASIAN DOLLARD BIRD/2.jpg,39,1,
39,ASIAN DOLLARD BIRD,/kaggle/input/100-bird-species/test/ASIAN DOLLARD BIRD/3.jpg,39,1,
39,ASIAN DOLLARD BIRD,/kaggle/input/100-bird-species/test/ASIAN DOLLARD BIRD/4.jpg,39,1,
39,ASIAN DOLLARD BIRD,/kaggle/input/100-bird-species/test/ASIAN DOLLARD BIRD/5.jpg,39,1,
40,ASIAN GREEN BEE EATER,/kaggle/input/100-bird-species/test/ASIAN GREEN BEE EATER/2.jpg,40,1,
40,ASIAN GREEN BEE EATER,/kaggle/input/100-bird-species/test/ASIAN GREEN BEE EATER/1.jpg,40,1,
40,ASIAN GREEN BEE EATER,/kaggle/input/100-bird-species/test/ASIAN GREEN BEE EATER/3.jpg,40,1,
40,ASIAN GREEN BEE EATER,/kaggle/input/100-bird-species/test/ASIAN GREEN BEE EATER/4.jpg,40,1,
40,ASIAN GREEN BEE EATER,/kaggle/input/100-bird-species/test/ASIAN GREEN BEE EATER/5.jpg,40,1,
41,ASIAN OPENBILL STORK,/kaggle/input/100-bird-species/test/ASIAN OPENBILL STORK/1.jpg,41,1,
41,ASIAN OPENBILL STORK,/kaggle/input/100-bird-species/test/ASIAN OPENBILL STORK/2.jpg,41,1,
41,ASIAN OPENBILL STORK,/kaggle/input/100-bird-species/test/ASIAN OPENBILL STORK/3.jpg,41,1,
41,ASIAN OPENBILL STORK,/kaggle/input/100-bird-species/test/ASIAN OPENBILL STORK/4.jpg,41,1,
41,ASIAN OPENBILL STORK,/kaggle/input/100-bird-species/test/ASIAN OPENBILL STORK/5.jpg,41,1,
42,AUCKLAND SHAQ,/kaggle/input/100-bird-species/test/AUCKLAND SHAQ/5.jpg,42,1,
42,AUCKLAND SHAQ,/kaggle/input/100-bird-species/test/AUCKLAND SHAQ/4.jpg,42,1,
42,AUCKLAND SHAQ,/kaggle/input/100-bird-species/test/AUCKLAND SHAQ/3.jpg,42,1,
42,AUCKLAND SHAQ,/kaggle/input/100-bird-species/test/AUCKLAND SHAQ/2.jpg,42,1,
42,AUCKLAND SHAQ,/kaggle/input/100-bird-species/test/AUCKLAND SHAQ/1.jpg,42,1,
43,AUSTRAL CANASTERO,/kaggle/input/100-bird-species/test/AUSTRAL CANASTERO/1.jpg,20,0,
43,AUSTRAL CANASTERO,/kaggle/input/100-bird-species/test/AUSTRAL CANASTERO/2.jpg,43,1,
43,AUSTRAL CANASTERO,/kaggle/input/100-bird-species/test/AUSTRAL CANASTERO/3.jpg,141,0,
43,AUSTRAL CANASTERO,/kaggle/input/100-bird-species/test/AUSTRAL CANASTERO/4.jpg,46,0,
43,AUSTRAL CANASTERO,/kaggle/input/100-bird-species/test/AUSTRAL CANASTERO/5.jpg,43,1,
44,AUSTRALASIAN FIGBIRD,/kaggle/input/100-bird-species/test/AUSTRALASIAN FIGBIRD/1.jpg,44,1,
44,AUSTRALASIAN FIGBIRD,/kaggle/input/100-bird-species/test/AUSTRALASIAN FIGBIRD/2.jpg,44,1,
44,AUSTRALASIAN FIGBIRD,/kaggle/input/100-bird-species/test/AUSTRALASIAN FIGBIRD/3.jpg,44,1,
44,AUSTRALASIAN FIGBIRD,/kaggle/input/100-bird-species/test/AUSTRALASIAN FIGBIRD/4.jpg,44,1,
44,AUSTRALASIAN FIGBIRD,/kaggle/input/100-bird-species/test/AUSTRALASIAN FIGBIRD/5.jpg,44,1,
45,AVADAVAT,/kaggle/input/100-bird-species/test/AVADAVAT/1.jpg,45,1,
45,AVADAVAT,/kaggle/input/100-bird-species/test/AVADAVAT/2.jpg,45,1,
45,AVADAVAT,/kaggle/input/100-bird-species/test/AVADAVAT/3.jpg,45,1,
45,AVADAVAT,/kaggle/input/100-bird-species/test/AVADAVAT/4.jpg,45,1,
45,AVADAVAT,/kaggle/input/100-bird-species/test/AVADAVAT/5.jpg,45,1,
46,AZARAS SPINETAIL,/kaggle/input/100-bird-species/test/AZARAS SPINETAIL/4.jpg,46,1,
46,AZARAS SPINETAIL,/kaggle/input/100-bird-species/test/AZARAS SPINETAIL/5.jpg,46,1,
46,AZARAS SPINETAIL,/kaggle/input/100-bird-species/test/AZARAS SPINETAIL/3.jpg,46,1,
46,AZARAS SPINETAIL,/kaggle/input/100-bird-species/test/AZARAS SPINETAIL/1.jpg,46,1,
46,AZARAS SPINETAIL,/kaggle/input/100-bird-species/test/AZARAS SPINETAIL/2.jpg,46,1,
47,AZURE BREASTED PITTA,/kaggle/input/100-bird-species/test/AZURE BREASTED PITTA/3.jpg,47,1,
47,AZURE BREASTED PITTA,/kaggle/input/100-bird-species/test/AZURE BREASTED PITTA/4.jpg,47,1,
47,AZURE BREASTED PITTA,/kaggle/input/100-bird-species/test/AZURE BREASTED PITTA/1.jpg,47,1,
47,AZURE BREASTED PITTA,/kaggle/input/100-bird-species/test/AZURE BREASTED PITTA/2.jpg,47,1,
47,AZURE BREASTED PITTA,/kaggle/input/100-bird-species/test/AZURE BREASTED PITTA/5.jpg,47,1,
48,AZURE JAY,/kaggle/input/100-bird-species/test/AZURE JAY/2.jpg,48,1,
48,AZURE JAY,/kaggle/input/100-bird-species/test/AZURE JAY/1.jpg,48,1,
48,AZURE JAY,/kaggle/input/100-bird-species/test/AZURE JAY/4.jpg,48,1,
48,AZURE JAY,/kaggle/input/100-bird-species/test/AZURE JAY/3.jpg,48,1,
48,AZURE JAY,/kaggle/input/100-bird-species/test/AZURE JAY/5.jpg,48,1,
49,AZURE TANAGER,/kaggle/input/100-bird-species/test/AZURE TANAGER/1.jpg,49,1,
